r2 ,input ,port1,port2,port3,port4 
0.298086166,1,0.337970585,0.234546406,0.26484597,0.272400805
0.24688292,1,0.248822552,0.224893915,0.253429167,0.275325068
0.222400288,1,0.161172209,0.220919364,0.169351403,0.219828125
0.100411505,1,0.225529156,0.190075099,0.060693949,0.091629325
0.231999927,1,0.284797277,0.260977065,0.285420979,0.222493328
0.227867241,1,0.273741694,0.278530374,0.256565702,0.214553904
0.259836565,1,0.225271838,0.185238797,1.124952277,1.125729062
0.198026267,1,0.156569437,0.289753583,0.189234532,0.243564727
0.244969528,1,0.284277886,0.258888714,0.309620047,0.22173524
0.137093795,1,0.178040142,0.1341803,0.081412823,0.068531534
0.19966429,1,0.20287794,0.252665154,0.251400291,0.269994878
0.269078547,1,0.247597089,0.259843832,0.231966473,0.254571878
0.174956253,1,0.181359456,0.265214963,0.147601878,0.21399239
0.239594512,1,0.286877027,0.312684754,0.310346925,0.198819013
0.285261961,1,0.164473054,0.246488119,0.275771649,0.125215597
0.234081975,1,0.254302457,0.214510517,0.21638081,0.190494029
0.258812133,1,0.144127662,0.280685656,0.239041954,0.185709424
0.22462595,1,0.258420843,0.238651182,0.227682376,0.259544316
0.18613902,1,0.167304012,0.262006759,0.207658908,0.22928067
0.248886074,1,0.24247309,0.22491815,0.264977343,0.232076127
0.156635018,1,0.18658501,0.16881692,0.185804889,0.182612127
0.23105759,1,0.314830234,0.240361207,0.247356956,0.297784957
0.119536403,1,0.120325215,0.165377149,0.046674905,0.937101128
0.077605845,1,0.203525005,0.191706704,0.07076662,0.073106241
0.231620926,1,0.252023346,0.178567387,0.230020542,0.22936636
0.200642873,1,0.172637215,0.234445523,0.152849567,0.245072269
0.088066985,1,0.152385529,0.161580103,0.078670387,0.944723484
0.280902265,1,0.334914762,0.293210987,0.330160438,0.221364193
0.261833505,1,0.226941601,0.266689327,0.228300027,0.252755261
0.094903927,1,0.191759274,0.159840789,0.085412771,0.076277055
0.093329724,1,0.143790684,0.159506038,0.104968739,0.964856531
0.269011053,1,0.227924296,0.158661481,1.106282254,1.127157353
0.104029996,1,0.115113477,0.179826129,0.094672121,0.104978492
0.146223043,1,0.195190629,0.242209184,0.154299115,0.168611413
0.25334904,1,0.130386238,0.262104735,0.233548892,0.161711752
0.284605265,1,0.143082621,0.240580129,0.260328623,0.158011851
0.271910488,1,0.3186309,0.237518882,0.273684671,0.265155269
0.308192855,1,0.230149915,0.177707339,1.141975608,1.128439295
0.185714747,1,0.190214999,0.26126183,0.168841431,0.254870992
0.12456467,1,0.18072463,0.132256772,0.076036446,0.031664525
0.19277775,1,0.175136089,0.25439844,0.158504883,0.27098741
0.140601962,1,0.037165543,0.046004723,0.055962032,0.106819465
0.237234341,1,0.262066891,0.262399662,0.232000413,0.236724928
0.270670428,1,0.298345383,0.260674605,0.238485787,0.311888425
0.128040556,1,0.080777723,0.044808622,0.082341666,0.143831747
0.112980509,1,0.015280397,0.036599037,0.043023396,0.096694776
0.232147851,1,0.215289993,0.263843426,0.198652825,0.262769593
0.244961243,1,0.245639139,0.20876384,0.247923446,0.232779372
0.102754066,1,0.614185422,0.05953379,0.089515242,0.071772709
0.190124109,1,0.209294043,0.240422448,0.2141217,0.302063187
0.165573063,1,0.212789996,0.226289809,0.175998317,0.170473215
0.260137417,1,0.321149498,0.256350263,0.305622394,0.214031
0.116838207,1,0.152989568,0.149886029,0.123065693,0.938078492
0.126727275,1,0.216884258,0.230061331,0.152787821,0.202254022
0.183593058,1,0.218391509,0.273295686,0.174593284,0.264006575
0.294200294,1,0.30836047,0.266461329,0.334815438,0.265371374
0.182979434,1,0.258372589,0.236977849,0.229544804,0.209988296
0.185770635,1,0.200471359,0.180961656,0.2074139,0.188693902
0.172185185,1,0.188450934,0.189770084,0.136684436,0.224725405
0.288750526,1,0.203923774,0.257456073,0.269199247,0.161816157
0.073505431,1,0.13326588,0.125204613,0.099699296,0.096016366
0.206552091,1,0.232793332,0.257711628,0.228850705,0.243123033
0.210867335,1,0.186920621,0.214079857,0.156294086,0.235630145
0.185331764,1,0.195374882,0.186453312,0.186471362,0.177887131
0.214837849,1,0.228748752,0.266719049,0.220330028,0.264118348
0.24349436,1,0.292531619,0.306013084,0.273856856,0.224015579
0.099110117,1,0.109990868,0.100962987,0.129272009,0.07263582
0.238401457,1,0.199771333,0.276783678,0.262445302,0.24024814
0.258773949,1,0.217077009,0.247229179,0.237029479,0.257168024
0.145593477,1,0.13537702,0.150244732,0.077773113,0.953692714
0.181291878,1,0.166149613,0.196059678,0.136958263,0.248446665
0.272100807,1,0.28914434,0.240386521,0.241962686,0.198513839
0.179012157,1,0.184467656,0.234369379,0.209559471,0.24357579
0.190323726,1,0.246622991,0.302409393,0.193929415,0.255562544
0.132310963,1,0.021975583,0.049762259,0.063417219,0.147100638
0.265489615,1,0.241237693,0.245465607,0.224244285,0.288232928
0.27627509,1,0.331718119,0.323509408,0.327204573,0.232886906
0.292164122,1,0.326640716,0.252641269,0.261506326,0.264414505
0.256843896,1,0.155750546,0.277203053,0.253189741,0.178045681
0.221379266,1,0.318642333,0.232283476,0.301512522,0.231363771
0.156713595,1,0.266078058,0.241279155,0.131288426,0.141449413
0.178151164,1,0.175659763,0.226975696,0.168980165,0.241522539
0.248833189,1,0.289826772,0.236675597,0.290133776,0.171095454
0.131327442,1,0.261067297,0.242451651,0.13729201,0.143390502
0.242075615,1,0.302500353,0.262920869,0.237990506,0.22087614
0.174250592,1,0.170902812,0.239306033,0.175368099,0.240263352
0.189033534,1,0.165837155,0.166282307,0.228552792,0.179768308
0.185520809,1,0.191385917,0.157920166,0.194114522,0.169289432
0.252575682,1,0.281559834,0.273600703,0.26959138,0.216286494
0.140660643,1,0.055391558,0.050838948,0.080556561,0.110588236
0.149220976,1,0.199695958,0.224065972,0.136602058,0.092018263
0.271228398,1,0.161282075,0.231579203,0.256702162,0.14091726
0.256619544,1,0.330081216,0.283332024,0.2988796,0.200776425
0.143069623,1,0.11696207,0.153174622,0.09880948,0.967879049
0.308026599,1,0.293747386,0.290278207,0.27156174,0.210469857
0.259872108,1,0.126627013,0.230180829,0.270171766,0.138713258
0.163096986,1,0.211660651,0.227387181,0.170185567,0.144941902
0.127458041,1,0.074037881,0.069711289,0.062141439,0.128145786
0.125661894,1,0.143681435,0.176862291,0.108510343,0.911554139
0.261131215,1,0.248224075,0.255468276,0.257323187,0.247098767
0.103089583,1,0.184444464,0.147810363,0.095303243,0.993823542
0.168501014,1,0.200557474,0.192421151,0.151042202,0.182331021
0.244917483,1,0.324926079,0.24909333,0.268611775,0.28673501
0.138497021,1,0.630164469,0.091034985,0.030132272,0.090228176
0.253430633,1,0.307688739,0.279413284,0.284000174,0.275733064
0.201866377,1,0.248989922,0.209735224,0.127449666,0.239963534
0.106071383,1,0.120801084,0.111450066,0.054782013,0.094126227
0.273253379,1,0.265038935,0.171370476,1.090960109,1.142522965
0.223383203,1,0.276514917,0.24753931,0.27693956,0.197263579
0.120228271,1,0.18861857,0.15993013,0.116051452,0.924926463
0.168567894,1,0.615797293,0.083844689,0.080653784,0.07735564
0.30777641,1,0.217358764,0.248173793,0.236881156,0.264365158
0.284150702,1,0.237254096,0.248713204,0.271462586,0.26703353
0.201501012,1,0.315478933,0.25147812,0.248124372,0.232867367
0.163304442,1,0.167832766,0.179735059,0.18880411,0.188943441
0.195378264,1,0.2115615,0.297789693,0.192799992,0.263180796
0.256311468,1,0.321460104,0.253924099,0.276387097,0.297771789
0.245156149,1,0.205231644,0.280370527,0.249486629,0.268255347
0.09894854,1,0.19931798,0.152733024,0.073007757,0.082151556
0.201843989,1,0.211313106,0.223759066,0.257623616,0.25365652
0.14443138,1,0.627412062,0.086206006,0.10309781,0.115801773
0.303599224,1,0.303575271,0.31054986,0.30883027,0.234040523
0.124513472,1,0.175638584,0.151094831,0.13692553,0.997408739
0.149771284,1,0.221983434,0.197590254,0.171402732,0.14075631
0.210892936,1,0.194352545,0.269524773,0.175165362,0.251942945
0.267477299,1,0.218740553,0.232505208,0.216146928,0.285782456
0.087886365,1,0.191502281,0.203839673,0.04566241,0.107942983
0.223587752,1,0.205877371,0.24752641,0.139032841,0.274492404
0.265868575,1,0.245584638,0.220534916,0.232502932,0.287871195
0.132751416,1,0.132986613,0.158069897,0.113148655,0.963797465
0.19430626,1,0.060874683,0.05578883,0.044726541,0.085548812
0.233006601,1,0.257261023,0.226005096,0.27136033,0.222003415
0.223589251,1,0.211040808,0.254297472,0.14857143,0.226287856
0.142104767,1,0.228865848,0.228372072,0.151611194,0.141698288
0.261340142,1,0.143680567,0.277004875,0.24236021,0.130797494
0.134075189,1,0.161170325,0.221993334,0.14273817,0.25462405
0.247510805,1,0.283559227,0.327421122,0.324760831,0.260094798
0.322236403,1,0.239059778,0.181757403,1.135346178,1.130479347
0.081544707,1,0.154089497,0.157991683,0.108713601,0.12591716
0.086260168,1,0.217068957,0.148826727,0.047826392,0.063838755
0.175404009,1,0.204290562,0.252151314,0.156574757,0.171824139
0.135006662,1,0.650083818,0.132244747,0.079308838,0.078942737
0.19182093,1,0.24219076,0.286627725,0.243967402,0.274495708
0.195626506,1,0.175789813,0.190049777,0.205102523,0.17113851
0.291560769,1,0.286328239,0.314165038,0.314570643,0.261426546
0.234656294,1,0.234514214,0.267400073,0.217507861,0.258033471
0.1446738,1,0.172663619,0.155682008,0.078469695,0.070676712
0.135652655,1,0.669404281,0.08508483,0.097134022,0.097702504
0.110669321,1,0.213516505,0.15648025,0.058860341,0.074093331
0.260578813,1,0.291206119,0.266686664,0.274471335,0.224434947
0.165087635,1,0.20081682,0.263041565,0.194856068,0.220233898
0.166786187,1,0.630069705,0.060930227,0.117860241,0.139927477
0.137850101,1,0.072291761,0.054225413,0.060560484,0.090333615
0.265786891,1,0.267495488,0.213986597,0.244875289,0.203809806
0.187887625,1,0.201562951,0.144088152,0.176678875,0.206335871
0.252628558,1,0.303873034,0.275471307,0.246985911,0.25026944
0.144045235,1,0.133476319,0.108986205,0.129786131,0.043091861
0.257284864,1,0.214459009,0.24448128,0.24043362,0.293698622
0.28867414,1,0.334904146,0.275941171,0.31736161,0.216517106
0.181074654,1,0.204285235,0.152449839,0.215318932,0.201738988
0.25416441,1,0.330469834,0.304519744,0.278084143,0.200832
0.199776947,1,0.216927117,0.252724522,0.235378585,0.271149368
0.266147754,1,0.287076568,0.301310698,0.305335526,0.256114776
0.147545922,1,0.136474518,0.129324863,0.126055166,0.973202264
0.18148813,1,0.218066592,0.273610762,0.183593326,0.243127868
0.20659059,1,0.194641193,0.240469213,0.183380481,0.266654578
0.258253358,1,0.141580443,0.26884208,0.272722673,0.170208979
0.265346533,1,0.335598694,0.277234555,0.327191558,0.22717598
0.25789489,1,0.323654094,0.278933219,0.293786718,0.236200016
0.179268617,1,0.205216553,0.220622905,0.139141214,0.20650696
0.198707872,1,0.174998777,0.205621622,0.159061048,0.22986942
0.109756824,1,0.177500878,0.167996472,0.034239735,0.117579716
0.127762926,1,0.187930668,0.168535736,0.066295665,0.100183375
0.08542924,1,0.190848097,0.172021743,0.088156298,0.079003591
0.105457212,1,0.164218252,0.142314032,0.074400662,0.08589693
0.179558169,1,0.206929791,0.247396611,0.157633478,0.2448481
0.146412436,1,0.63334217,0.091322451,0.092358219,0.093632827
0.187577715,1,0.225795544,0.232476652,0.1619219,0.239845487
0.118944333,1,0.175050425,0.185717026,0.071596541,0.056243085
0.220463449,1,0.187328686,0.257163483,0.176511331,0.273332114
0.19620741,1,0.305598882,0.271792782,0.253284946,0.194794623
0.289204986,1,0.336928161,0.263754482,0.321586434,0.213712665
0.257674023,1,0.166992659,0.26840825,0.27316445,0.17521404
0.14394269,1,0.652118804,0.120843979,0.099847581,0.078282246
0.088707584,1,0.652296737,0.103213264,0.070040281,0.07891205
0.128341755,1,0.078770778,0.045865493,0.075803994,0.094492072
0.268513414,1,0.289293526,0.269448162,0.257157777,0.296658251
0.190591454,1,0.193696454,0.267818301,0.190305164,0.253048632
0.161507052,1,0.209594217,0.221301437,0.145582399,0.128644533
0.145141618,1,0.160510758,0.120112732,0.145131913,0.909124103
0.276632498,1,0.263943601,0.176688154,1.127540355,1.140223964
0.127889142,1,0.210952279,0.22424944,0.170002394,0.137351674
0.187211253,1,0.211274887,0.270570552,0.177391935,0.247715477
0.233847539,1,0.156509257,0.270216975,0.254551414,0.149363378
0.28574387,1,0.338255049,0.261932456,0.26967523,0.282979885
0.114539536,1,0.183421259,0.131368174,0.060667646,0.065724753
0.25429427,1,0.162458993,0.285034133,0.265101278,0.202019386
0.200368504,1,0.153961462,0.185446713,0.143405259,0.212535649
0.247717095,1,0.128994018,0.250021417,0.245118352,0.152199294
0.158138972,1,0.204091714,0.170615501,0.198893224,0.17380698
0.318450247,1,0.234612391,0.185354608,1.141189484,1.121131487
0.162938329,1,0.231688887,0.227137036,0.150713683,0.145977955
0.294289185,1,0.171938645,0.289341627,0.228136139,0.143749369
0.157754142,1,0.229283106,0.231566808,0.194456486,0.114027254
0.128075978,1,0.121867277,0.128594591,0.066278624,0.108525844
0.269067169,1,0.232249254,0.228341893,0.201640874,0.24149842
0.259517018,1,0.214961917,0.268350075,0.223268793,0.228819397
0.120111689,1,0.212022239,0.135808026,0.070043439,0.084981066
0.285516742,1,0.230714206,0.188814762,1.125982687,1.091041882
0.225493648,1,0.226857033,0.268288546,0.183513287,0.2402093
0.202631131,1,0.183902989,0.211742191,0.150533602,0.21026095
0.287540265,1,0.21921441,0.228785537,0.229148324,0.25796697
0.109792669,1,0.145920826,0.098075579,0.072934631,0.062411898
0.144665998,1,0.165449929,0.09191579,0.049627833,0.079636915
0.082760239,1,0.162301794,0.163714375,0.092151113,0.093048538
0.087759778,1,0.14710639,0.132723638,0.129100566,0.109127115
0.229189516,1,0.213248319,0.263973524,0.223560585,0.241681007
0.161665441,1,0.614321746,0.100204207,0.119345902,0.083840343
0.284735249,1,0.305217976,0.295897154,0.252907922,0.264170532
0.130984343,1,0.046071321,0.048727197,0.068641458,0.098784781
0.225144202,1,0.295436414,0.255993561,0.289961635,0.210476882
0.12048174,1,0.119793332,0.117784546,0.05553619,0.953536128
0.245660182,1,0.268613998,0.239100022,0.27835456,0.238903024
